recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,uplift_score
3,2) $100 - $200,159.16,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
12,3) $200 - $350,212.29,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.06
10,3) $200 - $350,209.57,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.06
1,4) $350 - $500,496.85,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
3,3) $200 - $350,339.71,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.06
7,4) $350 - $500,499.49,0,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,0.06
3,3) $200 - $350,301.31,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
1,4) $350 - $500,354.88,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.06
1,3) $200 - $350,217.29,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
2,2) $100 - $200,106.84,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.06
1,3) $200 - $350,243.63,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
6,3) $200 - $350,345.9,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
9,1) $0 - $100,99.23,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
9,1) $0 - $100,42.96,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
4,2) $100 - $200,169.32,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.06
1,3) $200 - $350,252.89,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
2,4) $350 - $500,465.95,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.06
4,2) $100 - $200,117.54,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
11,1) $0 - $100,83.63,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.06
12,4) $350 - $500,385.02,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
12,1) $0 - $100,39.12,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
7,1) $0 - $100,95.78,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.06
12,3) $200 - $350,211.69,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.06
12,1) $0 - $100,32.21,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.05053968253968254
2,4) $350 - $500,373.75,1,0,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.05
2,3) $200 - $350,292.75,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,4) $350 - $500,423.31,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
2,3) $200 - $350,279.26,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
3,3) $200 - $350,286.83,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
7,2) $100 - $200,195.93,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
2,1) $0 - $100,70.87,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
7,4) $350 - $500,474.4,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
4,4) $350 - $500,419.58,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
9,3) $200 - $350,225.14,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,4) $350 - $500,364.12,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
11,3) $200 - $350,320.41,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
10,3) $200 - $350,271.65,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
5,3) $200 - $350,235.37,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
2,4) $350 - $500,376.5,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
3,1) $0 - $100,72.05,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,1) $0 - $100,89.56,0,1,Rural,0,Web,No E-Mail,1,0,0.0,0,0.05
4,3) $200 - $350,312.2,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
5,3) $200 - $350,290.68,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
1,4) $350 - $500,382.87,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
9,3) $200 - $350,302.88,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
10,4) $350 - $500,351.62,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,3) $200 - $350,306.87,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
4,3) $200 - $350,315.76,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,4) $350 - $500,363.87,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,169.07,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
2,3) $200 - $350,282.78,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,237.21,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
10,2) $100 - $200,167.14,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
3,1) $0 - $100,73.07,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
12,2) $100 - $200,197.56,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.05
3,2) $100 - $200,197.71,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
10,3) $200 - $350,243.47,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
5,3) $200 - $350,258.75,0,1,Urban,0,Phone,No E-Mail,1,0,0.0,0,0.05
7,2) $100 - $200,196.02,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
10,4) $350 - $500,448.53,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
5,4) $350 - $500,380.36,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
12,3) $200 - $350,237.72,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,147.43,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
4,2) $100 - $200,169.02,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.05
1,4) $350 - $500,362.3,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
7,1) $0 - $100,61.07,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
7,2) $100 - $200,141.74,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
3,2) $100 - $200,147.68,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,1) $0 - $100,90.03,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.05
5,4) $350 - $500,492.03,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,173.76,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
7,3) $200 - $350,317.42,1,0,Urban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.05
3,3) $200 - $350,320.72,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
7,2) $100 - $200,137.9,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
3,3) $200 - $350,325.21,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
4,3) $200 - $350,317.43,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
1,3) $200 - $350,237.0,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,0.05
3,2) $100 - $200,169.42,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
5,4) $350 - $500,383.72,1,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.05
1,4) $350 - $500,482.02,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
5,2) $100 - $200,176.06,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,2) $100 - $200,117.26,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.05
10,1) $0 - $100,45.03,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,2) $100 - $200,170.88,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
9,2) $100 - $200,197.62,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,1) $0 - $100,66.62,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
10,2) $100 - $200,109.19,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.05
1,3) $200 - $350,221.41,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
11,1) $0 - $100,36.34,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
3,4) $350 - $500,430.63,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
7,3) $200 - $350,329.65,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.05
7,1) $0 - $100,94.96,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,3) $200 - $350,247.93,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,4) $350 - $500,366.17,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
2,4) $350 - $500,356.79,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
2,4) $350 - $500,381.11,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
9,4) $350 - $500,360.56,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
3,3) $200 - $350,269.19,1,0,Rural,0,Multichannel,No E-Mail,1,0,0.0,0,0.05
1,4) $350 - $500,390.68,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,4) $350 - $500,354.42,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
5,3) $200 - $350,340.63,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
1,4) $350 - $500,404.39,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,221.41,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,169.31,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
10,3) $200 - $350,212.83,1,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.05
1,4) $350 - $500,412.85,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,146.59,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
10,3) $200 - $350,286.21,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
4,3) $200 - $350,328.59,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,1) $0 - $100,74.14,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
4,2) $100 - $200,157.83,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
7,3) $200 - $350,330.81,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
7,1) $0 - $100,73.94,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
6,3) $200 - $350,252.46,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
5,1) $0 - $100,87.49,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.05
7,2) $100 - $200,141.65,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,177.24,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
10,4) $350 - $500,361.74,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
9,2) $100 - $200,176.51,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
7,3) $200 - $350,202.11,0,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,0.05
1,3) $200 - $350,324.42,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
3,4) $350 - $500,465.74,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,4) $350 - $500,361.39,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
5,1) $0 - $100,95.17,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
2,4) $350 - $500,364.55,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.05
2,2) $100 - $200,159.22,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
1,3) $200 - $350,253.82,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
10,1) $0 - $100,47.1,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,4) $350 - $500,358.31,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,202.57,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
5,2) $100 - $200,168.82,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
10,3) $200 - $350,208.38,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
9,3) $200 - $350,348.63,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.05
5,1) $0 - $100,60.0,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,150.76,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,342.47,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,0.05
5,4) $350 - $500,353.72,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,3) $200 - $350,320.57,1,0,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.05
6,3) $200 - $350,343.57,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
7,2) $100 - $200,141.51,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
9,3) $200 - $350,299.76,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
4,2) $100 - $200,126.1,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
4,3) $200 - $350,302.94,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,1) $0 - $100,72.87,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,202.61,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.05
9,3) $200 - $350,224.21,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
1,4) $350 - $500,423.86,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
9,2) $100 - $200,119.48,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.05
7,2) $100 - $200,101.37,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,253.76,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
3,2) $100 - $200,173.56,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.05
1,1) $0 - $100,74.21,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,0,0.05
4,4) $350 - $500,421.8,0,1,Rural,0,Web,No E-Mail,1,0,0.0,0,0.05
5,2) $100 - $200,160.49,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.05
5,1) $0 - $100,60.22,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,4) $350 - $500,353.05,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.05
3,2) $100 - $200,130.83,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
3,2) $100 - $200,150.73,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,302.63,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
1,4) $350 - $500,426.36,1,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.05
2,1) $0 - $100,61.44,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.05
4,3) $200 - $350,265.25,0,1,Rural,0,Web,No E-Mail,1,0,0.0,0,0.05
1,3) $200 - $350,237.05,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
6,4) $350 - $500,377.39,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.05
9,4) $350 - $500,361.91,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
9,4) $350 - $500,365.42,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,265.72,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.05
3,4) $350 - $500,406.65,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.05
7,3) $200 - $350,237.79,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.05
1,3) $200 - $350,222.75,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.05
4,3) $200 - $350,323.56,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.05
4,4) $350 - $500,359.17,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.05
6,4) $350 - $500,436.66,0,1,Rural,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.049999999999999996
8,3) $200 - $350,202.2,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.049999999999999996
12,4) $350 - $500,377.87,1,0,Urban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.049999999999999996
1,3) $200 - $350,206.73,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.049999999999999996
12,3) $200 - $350,210.31,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.049999999999999996
12,3) $200 - $350,206.35,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.049999999999999996
3,1) $0 - $100,93.12,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.049999999999999996
1,3) $200 - $350,203.25,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.049999999999999996
4,4) $350 - $500,350.4,0,1,Rural,0,Phone,No E-Mail,1,0,0.0,0,0.049999999999999996
6,1) $0 - $100,99.24,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.049999999999999996
4,3) $200 - $350,241.9,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.049999999999999996
3,4) $350 - $500,381.4,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.049999999999999996
3,3) $200 - $350,242.18,1,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.049999999999999996
12,1) $0 - $100,34.57,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.047111111111111104
1,1) $0 - $100,30.85,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04454094569449932
1,4) $350 - $500,498.1,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.04000000000000001
1,2) $100 - $200,144.38,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.04000000000000001
8,2) $100 - $200,189.68,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
4,3) $200 - $350,332.11,1,1,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.04
1,2) $100 - $200,158.78,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
2,1) $0 - $100,64.52,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.04
2,4) $350 - $500,357.6,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
2,2) $100 - $200,197.82,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
3,4) $350 - $500,364.63,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
2,1) $0 - $100,91.07,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.04
7,3) $200 - $350,231.51,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.04
12,3) $200 - $350,217.68,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
3,2) $100 - $200,177.14,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.04
3,4) $350 - $500,363.86,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
12,3) $200 - $350,240.81,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.04
9,1) $0 - $100,36.85,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
1,1) $0 - $100,99.36,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.04
7,3) $200 - $350,346.43,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.04
1,2) $100 - $200,107.79,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
9,3) $200 - $350,306.22,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.04
1,3) $200 - $350,238.74,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
2,4) $350 - $500,350.87,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
10,2) $100 - $200,197.85,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
12,3) $200 - $350,254.47,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.04
2,4) $350 - $500,352.68,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.04
3,3) $200 - $350,204.19,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
3,4) $350 - $500,498.59,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.04
12,3) $200 - $350,276.41,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.04
4,4) $350 - $500,357.13,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
8,1) $0 - $100,57.76,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
3,3) $200 - $350,327.13,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
9,4) $350 - $500,462.27,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
1,1) $0 - $100,93.0,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,0.04
6,4) $350 - $500,442.51,1,1,Urban,0,Phone,No E-Mail,1,0,0.0,0,0.04
8,1) $0 - $100,37.94,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04
10,3) $200 - $350,329.96,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04
3,1) $0 - $100,35.85,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.04
11,3) $200 - $350,230.29,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
3,1) $0 - $100,77.54,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.04
11,1) $0 - $100,99.18,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
4,3) $200 - $350,270.05,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
10,3) $200 - $350,341.82,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.04
3,4) $350 - $500,401.21,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04
10,2) $100 - $200,105.75,1,0,Rural,0,Web,No E-Mail,1,0,0.0,0,0.04
10,3) $200 - $350,248.86,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.04
5,3) $200 - $350,288.85,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.04
3,1) $0 - $100,66.77,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
3,1) $0 - $100,74.18,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.04
1,4) $350 - $500,482.12,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
7,1) $0 - $100,99.64,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04
7,2) $100 - $200,174.1,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
3,4) $350 - $500,379.81,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
7,3) $200 - $350,279.2,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.04
2,4) $350 - $500,353.98,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
3,4) $350 - $500,410.51,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.04
12,3) $200 - $350,247.92,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
9,4) $350 - $500,493.48,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
6,1) $0 - $100,68.35,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.04
4,3) $200 - $350,297.08,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
10,2) $100 - $200,189.61,0,1,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,0.04
10,3) $200 - $350,208.04,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.04
8,3) $200 - $350,343.03,1,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.04
10,3) $200 - $350,203.23,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.04
1,1) $0 - $100,85.47,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.04
3,3) $200 - $350,240.37,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
7,4) $350 - $500,431.17,0,1,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.04
2,3) $200 - $350,252.91,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
3,3) $200 - $350,346.57,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
2,3) $200 - $350,347.75,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.04
11,2) $100 - $200,186.87,0,1,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,0.04
1,4) $350 - $500,357.41,0,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.04
1,1) $0 - $100,36.53,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
3,1) $0 - $100,66.09,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04
4,4) $350 - $500,415.63,0,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,0.04
6,2) $100 - $200,190.97,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.04
2,4) $350 - $500,356.01,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.04
4,1) $0 - $100,61.76,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.04
1,2) $100 - $200,147.9,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.04
2,4) $350 - $500,389.66,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.04
1,4) $350 - $500,498.42,1,1,Rural,0,Phone,No E-Mail,1,0,0.0,0,0.04
2,4) $350 - $500,361.19,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.04
4,3) $200 - $350,349.89,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.04
12,4) $350 - $500,350.09,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.04
2,2) $100 - $200,191.33,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,0,0.04
