recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,uplift_score
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,1,499.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,1,245.84,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.14861594107646733
2,4) $350 - $500,388.36,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0,1,0.14
1,4) $350 - $500,497.61,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.14
11,2) $100 - $200,168.3,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.14
10,1) $0 - $100,88.13,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.14
9,2) $100 - $200,175.3,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.14
3,3) $200 - $350,266.31,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.14
2,4) $350 - $500,385.04,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.14
6,2) $100 - $200,186.1,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.14
5,1) $0 - $100,58.18,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.14
9,3) $200 - $350,288.48,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.14
10,1) $0 - $100,52.14,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.13
10,3) $200 - $350,281.95,1,0,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.13
5,1) $0 - $100,47.26,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.13
7,4) $350 - $500,403.94,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.13
1,4) $350 - $500,497.48,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.13
1,2) $100 - $200,176.09,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.13
1,4) $350 - $500,481.39,0,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0,1,0.13
5,1) $0 - $100,55.83,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.13
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,1,1,149.91,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.1260954323454323
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.1260954323454323
7,4) $350 - $500,403.01,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.12000000000000001
10,2) $100 - $200,101.85,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.12
1,1) $0 - $100,69.1,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.12
6,4) $350 - $500,437.85,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.12
8,1) $0 - $100,43.67,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.12
3,3) $200 - $350,286.85,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.12
10,3) $200 - $350,287.09,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.12
6,1) $0 - $100,52.32,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.12
1,2) $100 - $200,171.98,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,1,0.12
9,1) $0 - $100,53.75,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.12
11,3) $200 - $350,215.23,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.12
1,4) $350 - $500,383.7,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.12
10,3) $200 - $350,203.23,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.12
9,1) $0 - $100,53.76,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.12
3,2) $100 - $200,159.91,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.12
3,2) $100 - $200,159.54,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.12
3,3) $200 - $350,290.52,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.12
11,3) $200 - $350,242.17,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.12
10,2) $100 - $200,128.76,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.12
2,4) $350 - $500,482.14,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.12
6,4) $350 - $500,437.37,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.12
1,3) $200 - $350,206.26,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.12
10,2) $100 - $200,103.8,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.12
1,1) $0 - $100,68.1,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0,1,0.12
1,3) $200 - $350,206.33,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.12
1,3) $200 - $350,205.15,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.12
7,1) $0 - $100,87.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.12
10,1) $0 - $100,30.84,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0,1,0.11816449053904139
3,3) $200 - $350,210.09,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.11
5,2) $100 - $200,184.91,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.11
12,3) $200 - $350,289.46,1,0,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.11
2,1) $0 - $100,54.18,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.11
9,2) $100 - $200,186.81,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.11
3,3) $200 - $350,249.49,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.11
9,2) $100 - $200,186.61,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.11
3,4) $350 - $500,495.85,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.11
9,3) $200 - $350,287.48,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.11
6,3) $200 - $350,334.02,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.11
10,2) $100 - $200,157.13,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.11
1,3) $200 - $350,296.19,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.11
3,1) $0 - $100,96.15,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.11
6,1) $0 - $100,66.88,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.11
2,4) $350 - $500,463.88,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.11
2,1) $0 - $100,51.73,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.11
10,2) $100 - $200,100.29,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.11
11,2) $100 - $200,194.76,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.11
11,4) $350 - $500,441.76,1,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.11
2,1) $0 - $100,51.37,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.1
4,3) $200 - $350,349.89,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.1
8,2) $100 - $200,143.52,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.1
9,1) $0 - $100,65.51,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.1
10,2) $100 - $200,167.09,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.1
1,4) $350 - $500,397.09,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.1
10,2) $100 - $200,154.06,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.1
9,4) $350 - $500,457.31,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.1
11,3) $200 - $350,255.28,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.1
4,2) $100 - $200,140.98,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.1
5,1) $0 - $100,59.25,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.1
10,2) $100 - $200,197.09,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.1
9,2) $100 - $200,189.0,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.1
12,1) $0 - $100,97.28,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.1
3,3) $200 - $350,289.81,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.1
1,1) $0 - $100,58.46,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.09000000000000001
6,2) $100 - $200,143.2,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.09
12,1) $0 - $100,90.47,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.09
10,3) $200 - $350,294.53,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.09
1,3) $200 - $350,205.45,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.09
10,2) $100 - $200,107.89,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
2,1) $0 - $100,53.84,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.09
9,1) $0 - $100,34.32,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.09
10,3) $200 - $350,290.79,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.09
10,1) $0 - $100,43.21,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
11,4) $350 - $500,359.25,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
2,3) $200 - $350,273.82,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.09
10,4) $350 - $500,499.67,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
3,4) $350 - $500,391.26,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.09
2,4) $350 - $500,381.82,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
2,1) $0 - $100,80.58,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.09
1,3) $200 - $350,255.94,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.09
11,4) $350 - $500,357.42,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.09
11,3) $200 - $350,203.07,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.09
9,2) $100 - $200,195.03,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.09
5,1) $0 - $100,44.92,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.09
10,1) $0 - $100,35.26,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
2,1) $0 - $100,52.04,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.09
1,3) $200 - $350,254.79,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.09
4,3) $200 - $350,286.99,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.09
12,3) $200 - $350,286.71,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.09
2,1) $0 - $100,95.23,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.09
8,1) $0 - $100,75.29,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.09
2,4) $350 - $500,379.6,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.09
5,1) $0 - $100,37.79,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
2,3) $200 - $350,208.18,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.09
2,4) $350 - $500,490.84,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.09
10,1) $0 - $100,35.22,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.09
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,1,29.99,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08371424572159865
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,1,0.08371424572159865
10,1) $0 - $100,48.12,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0,1,0.08
10,1) $0 - $100,48.01,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.08
5,2) $100 - $200,198.88,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.08
10,2) $100 - $200,171.75,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.08
2,4) $350 - $500,472.53,1,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.08
12,4) $350 - $500,458.83,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.08
10,4) $350 - $500,435.46,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.08
9,4) $350 - $500,358.92,1,1,Rural,0,Phone,No E-Mail,1,0,0.0,0,0.08
5,2) $100 - $200,197.85,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.08
10,2) $100 - $200,126.15,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08
5,2) $100 - $200,135.02,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.08
10,2) $100 - $200,134.39,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.08
10,4) $350 - $500,387.77,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.08
2,1) $0 - $100,41.24,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08
10,2) $100 - $200,141.8,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.08
1,3) $200 - $350,291.15,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.08
11,2) $100 - $200,167.41,1,0,Rural,0,Phone,Womens E-Mail,1,0,0.0,1,0.08
1,1) $0 - $100,53.82,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.08
1,4) $350 - $500,415.29,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.08
10,3) $200 - $350,285.87,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.08
1,1) $0 - $100,74.94,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.08
7,2) $100 - $200,179.15,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.08
2,4) $350 - $500,403.7,0,1,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.08
3,3) $200 - $350,247.45,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08
10,2) $100 - $200,133.96,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.08
5,2) $100 - $200,199.01,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.08
2,1) $0 - $100,55.05,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.08
7,1) $0 - $100,78.86,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.08
11,1) $0 - $100,43.51,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.08
9,1) $0 - $100,60.17,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0,1,0.08
10,2) $100 - $200,126.79,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.08
8,4) $350 - $500,498.02,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07999999999999999
7,3) $200 - $350,291.55,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07
9,3) $200 - $350,265.62,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.07
11,4) $350 - $500,374.07,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.07
9,2) $100 - $200,178.46,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07
3,3) $200 - $350,339.53,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.07
10,1) $0 - $100,75.1,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
6,2) $100 - $200,180.33,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
4,1) $0 - $100,78.77,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.07
7,1) $0 - $100,57.39,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
7,2) $100 - $200,106.29,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.07
9,4) $350 - $500,357.45,1,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.07
8,4) $350 - $500,382.21,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.07
9,3) $200 - $350,285.72,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
8,2) $100 - $200,172.11,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.07
9,2) $100 - $200,180.87,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07
10,2) $100 - $200,195.26,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.07
7,3) $200 - $350,333.14,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.07
2,4) $350 - $500,490.36,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.07
6,2) $100 - $200,179.98,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
1,1) $0 - $100,51.58,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07
6,4) $350 - $500,393.51,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.07
7,2) $100 - $200,179.52,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07
1,3) $200 - $350,248.36,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.07
6,3) $200 - $350,265.27,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.07
4,1) $0 - $100,42.73,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.07
10,1) $0 - $100,91.55,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
1,1) $0 - $100,30.6,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.07
5,3) $200 - $350,315.89,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.07
7,3) $200 - $350,290.61,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.07
9,1) $0 - $100,43.8,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.07
3,3) $200 - $350,278.87,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.07
10,2) $100 - $200,167.35,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
9,3) $200 - $350,267.6,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.07
9,4) $350 - $500,431.75,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.07
9,3) $200 - $350,289.77,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.07
10,2) $100 - $200,195.27,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.07
2,1) $0 - $100,53.19,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06999999999999999
1,3) $200 - $350,254.2,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06999999999999999
3,3) $200 - $350,330.15,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.060000000000000005
8,2) $100 - $200,196.37,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.060000000000000005
9,1) $0 - $100,42.94,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
7,1) $0 - $100,76.6,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
1,4) $350 - $500,389.36,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.06
10,2) $100 - $200,178.84,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
8,1) $0 - $100,54.43,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.06
10,4) $350 - $500,357.75,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
8,2) $100 - $200,194.39,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
9,1) $0 - $100,42.96,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
1,4) $350 - $500,389.2,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
10,3) $200 - $350,289.99,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
9,1) $0 - $100,42.96,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
3,3) $200 - $350,324.46,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.06
4,1) $0 - $100,79.36,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.06
5,2) $100 - $200,178.53,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
5,1) $0 - $100,83.45,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
10,4) $350 - $500,364.11,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
7,1) $0 - $100,96.18,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
1,2) $100 - $200,183.22,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.06
1,4) $350 - $500,485.32,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.06
1,3) $200 - $350,335.08,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.06
3,1) $0 - $100,32.84,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.06
5,2) $100 - $200,142.76,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.06
10,2) $100 - $200,194.78,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
8,2) $100 - $200,179.53,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.06
9,2) $100 - $200,133.26,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
6,2) $100 - $200,188.65,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.06
7,4) $350 - $500,351.51,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.06
2,1) $0 - $100,56.34,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
12,1) $0 - $100,88.36,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0,1,0.06
11,2) $100 - $200,170.7,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.06
5,2) $100 - $200,106.76,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
8,4) $350 - $500,416.99,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.06
7,2) $100 - $200,184.41,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.06
10,1) $0 - $100,35.69,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
10,4) $350 - $500,356.56,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.06
2,3) $200 - $350,315.31,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.06
3,3) $200 - $350,322.77,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.06
5,2) $100 - $200,129.98,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.06
10,3) $200 - $350,257.18,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.06
1,1) $0 - $100,80.85,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.06
11,3) $200 - $350,272.6,1,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.06
9,1) $0 - $100,39.47,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.06
