recency,history,zip_code,channel,newbie,uplift_score
10,287.09,Urban,Phone,0,0.12
10,203.23,Urban,Phone,0,0.12
3,159.91,Surburban,Phone,0,0.12
9,53.76,Surburban,Phone,0,0.12
1,171.98,Surburban,Phone,0,0.12
6,52.32,Rural,Web,0,0.12
11,254.27,Urban,Phone,1,0.12
11,215.23,Rural,Multichannel,0,0.12
1,383.7,Surburban,Web,0,0.12
1,652.52,Urban,Multichannel,1,0.12
1,652.52,Urban,Multichannel,1,0.12
8,141.19,Surburban,Web,1,0.12
9,53.75,Surburban,Phone,0,0.12
3,613.63,Surburban,Phone,1,0.12
3,613.82,Surburban,Phone,1,0.12
1,1265.75,Rural,Phone,1,0.12
1,205.15,Surburban,Phone,0,0.12
11,242.17,Rural,Multichannel,0,0.12
1,97.47,Rural,Phone,1,0.12
10,128.76,Surburban,Web,0,0.12
3,613.87,Surburban,Phone,1,0.12
3,159.54,Surburban,Phone,0,0.12
2,482.14,Surburban,Multichannel,0,0.12
2,34.04,Urban,Web,1,0.12
6,437.37,Urban,Multichannel,0,0.12
1,206.26,Surburban,Phone,0,0.12
10,103.8,Urban,Web,0,0.12
1,68.1,Surburban,Web,0,0.12
8,87.56,Urban,Web,1,0.12
1,206.33,Surburban,Phone,0,0.12
11,160.11,Rural,Web,1,0.12
10,30.84,Urban,Web,0,0.11816449053904139
3,979.97,Surburban,Phone,1,0.11000000000000001
8,34.05,Urban,Phone,1,0.11
2,184.69,Surburban,Phone,1,0.11
2,463.88,Surburban,Web,0,0.11
6,66.88,Rural,Phone,0,0.11
2,51.73,Surburban,Phone,0,0.11
6,526.43,Rural,Web,1,0.11
7,816.7,Surburban,Multichannel,1,0.11
5,184.91,Surburban,Web,0,0.11
9,186.81,Surburban,Web,0,0.11
8,34.07,Urban,Phone,1,0.11
12,289.46,Surburban,Web,0,0.11
2,54.18,Rural,Phone,0,0.11
3,210.09,Surburban,Phone,0,0.11
7,774.05,Urban,Multichannel,1,0.11
10,103.21,Surburban,Web,1,0.11
7,33.56,Urban,Web,1,0.11
1,1732.99,Urban,Web,1,0.11
10,100.29,Urban,Web,0,0.11
11,194.76,Rural,Web,0,0.11
3,749.59,Urban,Multichannel,1,0.11
3,96.15,Urban,Phone,0,0.11
1,296.19,Rural,Web,0,0.11
10,157.13,Rural,Phone,0,0.11
2,645.93,Urban,Web,1,0.11
6,334.02,Urban,Phone,0,0.11
7,518.38,Rural,Web,1,0.11
3,249.49,Surburban,Phone,0,0.11
9,257.6,Urban,Phone,1,0.11
9,186.61,Surburban,Web,0,0.11
10,102.18,Surburban,Web,1,0.11
3,614.28,Surburban,Phone,1,0.11
9,287.48,Urban,Phone,0,0.11
3,495.85,Surburban,Web,0,0.11
11,441.76,Rural,Phone,0,0.11
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
1,29.99,Urban,Web,1,0.10688511488511483
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
12,29.99,Surburban,Web,1,0.10345746122642403
7,35.33,Rural,Phone,1,0.10033333333333333
1,644.55,Rural,Multichannel,1,0.1
8,135.01,Surburban,Web,1,0.1
1,909.48,Surburban,Multichannel,1,0.1
9,65.51,Urban,Web,0,0.1
10,167.09,Surburban,Web,0,0.1
1,397.09,Rural,Phone,0,0.1
10,154.06,Rural,Phone,0,0.1
9,457.31,Rural,Multichannel,0,0.1
12,97.26,Urban,Phone,1,0.1
3,1031.77,Rural,Phone,1,0.1
9,258.44,Surburban,Web,1,0.1
2,635.05,Urban,Web,1,0.1
9,511.85,Rural,Web,1,0.1
5,59.25,Rural,Web,0,0.1
1,737.88,Urban,Phone,1,0.1
10,197.09,Surburban,Web,0,0.1
7,506.05,Rural,Web,1,0.1
9,189.0,Surburban,Web,0,0.1
2,51.37,Surburban,Phone,0,0.1
2,47.63,Urban,Phone,1,0.1
8,143.52,Urban,Phone,0,0.1
11,255.28,Urban,Phone,0,0.1
4,140.98,Rural,Phone,0,0.1
2,625.74,Urban,Phone,1,0.1
3,289.81,Surburban,Multichannel,0,0.1
1,1542.24,Surburban,Multichannel,1,0.1
10,100.31,Surburban,Web,1,0.1
4,349.89,Rural,Web,0,0.1
7,971.76,Surburban,Multichannel,1,0.1
8,614.62,Urban,Web,1,0.1
4,375.22,Rural,Multichannel,1,0.1
1,517.61,Urban,Phone,1,0.1
12,97.28,Urban,Web,0,0.1
3,559.41,Surburban,Phone,1,0.1
1,240.56,Urban,Multichannel,1,0.1
2,638.94,Urban,Multichannel,1,0.1
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
4,29.99,Urban,Phone,1,0.09844737207237206
1,58.46,Rural,Web,0,0.09000000000000001
3,49.19,Urban,Phone,1,0.09000000000000001
1,255.94,Urban,Phone,0,0.09
2,80.58,Urban,Web,0,0.09
2,53.84,Rural,Web,0,0.09
1,254.79,Urban,Phone,0,0.09
2,554.6,Surburban,Phone,1,0.09
1,591.64,Urban,Web,1,0.09
2,52.04,Surburban,Phone,0,0.09
10,35.26,Surburban,Web,0,0.09
2,926.16,Surburban,Multichannel,1,0.09
9,34.32,Surburban,Web,0,0.09
1,206.66,Surburban,Web,1,0.09
10,294.53,Surburban,Web,0,0.09
2,59.87,Surburban,Web,1,0.09
1,205.45,Surburban,Web,0,0.09
10,107.89,Surburban,Web,0,0.09
9,507.19,Urban,Web,1,0.09
1,1257.24,Surburban,Phone,1,0.09
3,163.2,Urban,Phone,1,0.09
12,90.47,Urban,Web,0,0.09
7,91.28,Urban,Web,1,0.09
10,198.72,Surburban,Web,1,0.09
9,110.99,Rural,Web,1,0.09
5,363.33,Surburban,Multichannel,1,0.09
1,1466.51,Surburban,Multichannel,1,0.09
10,499.67,Surburban,Web,0,0.09
3,391.26,Surburban,Multichannel,0,0.09
5,350.5,Surburban,Multichannel,1,0.09
2,273.82,Urban,Web,0,0.09
5,580.8,Urban,Web,1,0.09
11,359.25,Surburban,Web,0,0.09
10,43.21,Surburban,Web,0,0.09
10,290.79,Rural,Web,0,0.09
3,809.9,Rural,Web,1,0.09
5,37.79,Surburban,Web,0,0.09
1,594.84,Urban,Web,1,0.09
10,244.76,Urban,Phone,1,0.09
2,59.98,Surburban,Web,1,0.09
12,286.71,Rural,Multichannel,0,0.09
1,715.09,Surburban,Multichannel,1,0.09
1,206.63,Surburban,Web,1,0.09
2,819.99,Urban,Web,1,0.09
8,75.29,Urban,Phone,0,0.09
6,161.52,Urban,Web,1,0.09
1,927.27,Surburban,Phone,1,0.09
2,379.6,Surburban,Web,0,0.09
2,381.82,Surburban,Web,0,0.09
3,618.76,Surburban,Phone,1,0.09
2,95.23,Urban,Phone,0,0.09
11,357.42,Urban,Web,0,0.09
11,167.44,Surburban,Web,1,0.09
6,143.2,Urban,Phone,0,0.09
9,112.41,Urban,Phone,1,0.09
2,729.51,Rural,Multichannel,1,0.09
5,44.92,Surburban,Web,0,0.09
10,111.69,Urban,Phone,1,0.09
1,270.02,Urban,Web,1,0.09
3,557.29,Surburban,Phone,1,0.09
8,193.69,Urban,Web,1,0.09
4,286.99,Urban,Phone,0,0.09
2,110.06,Rural,Web,1,0.09
1,1657.03,Surburban,Multichannel,1,0.09
2,208.18,Surburban,Multichannel,0,0.09
2,490.84,Urban,Web,0,0.09
10,35.22,Surburban,Web,0,0.09
11,203.07,Urban,Phone,0,0.09
9,195.03,Rural,Web,0,0.09
3,615.34,Surburban,Phone,1,0.09
2,639.89,Urban,Multichannel,1,0.09
7,577.36,Urban,Web,1,0.09
2,185.09,Urban,Phone,1,0.09
10,160.15,Urban,Web,1,0.09
10,1540.28,Rural,Phone,1,0.09
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
6,29.99,Surburban,Phone,0,0.08371424572159865
3,30.49,Urban,Web,1,0.08364502164502165
10,133.96,Surburban,Web,0,0.08
1,1004.64,Surburban,Web,1,0.08
5,197.85,Rural,Web,0,0.08
10,126.15,Surburban,Phone,0,0.08
5,135.02,Rural,Phone,0,0.08
7,785.02,Surburban,Multichannel,1,0.08
10,134.39,Surburban,Web,0,0.08
8,32.47,Urban,Phone,1,0.08
10,387.77,Rural,Multichannel,0,0.08
1,51.72,Urban,Phone,1,0.08
1,975.54,Surburban,Multichannel,1,0.08
1,740.75,Urban,Phone,1,0.08
2,41.24,Surburban,Phone,0,0.08
4,844.31,Urban,Multichannel,1,0.08
1,73.5,Surburban,Web,1,0.08
10,48.01,Urban,Web,0,0.08
6,73.52,Surburban,Web,1,0.08
1,1017.4,Surburban,Web,1,0.08
9,1019.77,Rural,Phone,1,0.08
2,1029.18,Urban,Web,1,0.08
12,458.83,Surburban,Phone,0,0.08
11,437.43,Rural,Multichannel,1,0.08
2,528.41,Surburban,Phone,1,0.08
5,198.88,Rural,Web,0,0.08
2,472.53,Rural,Web,0,0.08
10,171.75,Rural,Web,0,0.08
2,563.73,Rural,Multichannel,1,0.08
9,358.92,Rural,Phone,0,0.08
10,435.46,Urban,Multichannel,0,0.08
3,48.23,Urban,Phone,1,0.08
8,551.96,Urban,Web,1,0.08
1,587.12,Surburban,Phone,1,0.08
1,526.28,Rural,Phone,1,0.08
12,130.84,Surburban,Web,1,0.08
3,247.45,Surburban,Phone,0,0.08
12,92.55,Urban,Web,1,0.08
2,1031.56,Surburban,Multichannel,1,0.08
5,199.01,Rural,Web,0,0.08
2,55.05,Rural,Phone,0,0.08
4,582.61,Urban,Web,1,0.08
8,33.54,Urban,Phone,1,0.08
7,78.86,Rural,Phone,0,0.08
7,86.66,Urban,Web,1,0.08
10,96.09,Urban,Web,1,0.08
11,43.51,Surburban,Web,0,0.08
1,659.26,Surburban,Multichannel,1,0.08
7,86.16,Urban,Web,1,0.08
10,141.8,Rural,Phone,0,0.08
6,166.13,Urban,Web,1,0.08
5,87.48,Urban,Web,1,0.08
1,291.15,Surburban,Web,0,0.08
10,48.12,Urban,Web,0,0.08
11,1108.21,Urban,Web,1,0.08
11,167.41,Rural,Phone,0,0.08
1,53.82,Rural,Web,0,0.08
1,415.29,Urban,Multichannel,0,0.08
10,285.87,Surburban,Web,0,0.08
1,74.94,Urban,Phone,0,0.08
2,403.7,Urban,Multichannel,0,0.08
1,990.55,Surburban,Multichannel,1,0.08
7,179.15,Surburban,Web,0,0.08
9,136.92,Surburban,Web,1,0.08
10,1032.3,Rural,Phone,1,0.08
10,126.79,Surburban,Phone,0,0.08
9,60.17,Urban,Web,0,0.08
8,87.48,Urban,Web,1,0.08
8,498.02,Surburban,Web,0,0.07999999999999999
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
3,29.99,Urban,Phone,1,0.07094919870515508
9,431.75,Surburban,Phone,0,0.07
1,604.38,Surburban,Web,1,0.07
6,1462.5,Urban,Phone,1,0.07
8,154.52,Urban,Phone,1,0.07
4,1325.92,Surburban,Multichannel,1,0.07
5,511.67,Urban,Web,1,0.07
1,494.75,Rural,Multichannel,1,0.07
9,265.62,Surburban,Multichannel,0,0.07
11,374.07,Rural,Multichannel,0,0.07
1,1009.54,Rural,Web,1,0.07
5,583.04,Surburban,Phone,1,0.07
9,289.77,Surburban,Multichannel,0,0.07
7,291.55,Surburban,Web,0,0.07
1,273.26,Urban,Web,1,0.07
8,107.93,Surburban,Web,1,0.07
8,382.21,Urban,Multichannel,0,0.07
9,357.45,Rural,Phone,0,0.07
2,563.98,Surburban,Web,1,0.07
9,178.46,Surburban,Web,0,0.07
10,75.1,Urban,Phone,0,0.07
2,73.6,Surburban,Web,1,0.07
2,73.59,Surburban,Web,1,0.07
2,1035.42,Surburban,Web,1,0.07
1,184.69,Surburban,Phone,1,0.07
7,57.39,Rural,Phone,0,0.07
9,109.5,Urban,Phone,1,0.07
11,263.69,Urban,Phone,1,0.07
6,275.91,Surburban,Multichannel,1,0.07
7,106.29,Urban,Web,0,0.07
6,180.33,Urban,Phone,0,0.07
4,78.77,Rural,Web,0,0.07
3,770.51,Rural,Web,1,0.07
10,195.26,Urban,Web,0,0.07
10,40.16,Rural,Web,1,0.07
11,31.24,Urban,Phone,1,0.07
8,172.11,Rural,Web,0,0.07
2,561.13,Surburban,Web,1,0.07
9,180.87,Surburban,Web,0,0.07
11,283.41,Urban,Phone,1,0.07
9,578.62,Rural,Phone,1,0.07
11,445.34,Surburban,Phone,1,0.07
1,631.75,Urban,Web,1,0.07
7,333.14,Urban,Phone,0,0.07
4,969.53,Surburban,Phone,1,0.07
3,339.53,Rural,Web,0,0.07
6,179.98,Urban,Phone,0,0.07
2,490.36,Urban,Web,0,0.07
1,765.53,Urban,Phone,1,0.07
11,136.66,Surburban,Web,1,0.07
1,30.6,Urban,Web,0,0.07
1,500.08,Urban,Phone,1,0.07
3,314.67,Rural,Web,1,0.07
1,600.07,Surburban,Web,1,0.07
6,274.9,Surburban,Multichannel,1,0.07
6,613.81,Urban,Web,1,0.07
6,393.51,Surburban,Multichannel,0,0.07
7,179.52,Surburban,Web,0,0.07
1,593.92,Surburban,Web,1,0.07
1,248.36,Urban,Multichannel,0,0.07
6,265.27,Urban,Multichannel,0,0.07
4,42.73,Surburban,Web,0,0.07
10,91.55,Urban,Phone,0,0.07
1,465.03,Rural,Multichannel,1,0.07
1,37.6,Surburban,Web,1,0.07
2,557.2,Surburban,Web,1,0.07
9,285.72,Urban,Phone,0,0.07
1,401.41,Urban,Multichannel,1,0.07
2,1000.78,Surburban,Web,1,0.07
2,582.03,Urban,Multichannel,1,0.07
5,315.89,Rural,Web,0,0.07
2,712.47,Surburban,Web,1,0.07
7,290.61,Surburban,Multichannel,0,0.07
9,43.8,Surburban,Web,0,0.07
3,278.87,Surburban,Multichannel,0,0.07
4,555.62,Urban,Multichannel,1,0.07
10,167.35,Urban,Phone,0,0.07
7,146.92,Urban,Phone,1,0.07
9,267.6,Urban,Phone,0,0.07
1,71.57,Surburban,Phone,1,0.07
9,113.24,Urban,Phone,1,0.07
5,940.15,Surburban,Multichannel,1,0.07
1,597.7,Urban,Multichannel,1,0.07
1,51.58,Surburban,Web,0,0.07
3,967.27,Rural,Web,1,0.07
1,614.46,Urban,Web,1,0.07
10,195.27,Urban,Web,0,0.07
12,419.44,Urban,Multichannel,1,0.07
4,761.36,Rural,Web,1,0.07
10,185.01,Urban,Phone,1,0.07
1,200.57,Surburban,Phone,1,0.07
6,114.73,Rural,Web,1,0.07
4,139.49,Surburban,Web,1,0.07
2,53.19,Urban,Phone,0,0.06999999999999999
11,371.92,Rural,Web,1,0.06999999999999999
1,254.2,Urban,Phone,0,0.06999999999999999
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
12,29.99,Urban,Web,1,0.06736235410616213
8,196.37,Urban,Web,0,0.060000000000000005
5,494.97,Surburban,Web,1,0.060000000000000005
3,330.15,Rural,Web,0,0.060000000000000005
6,498.19,Urban,Web,1,0.060000000000000005
7,363.87,Rural,Phone,1,0.060000000000000005
9,34.97,Surburban,Web,1,0.06
5,479.68,Surburban,Multichannel,1,0.06
1,248.45,Urban,Phone,1,0.06
8,54.43,Surburban,Phone,0,0.06
8,1029.19,Surburban,Phone,1,0.06
5,444.18,Surburban,Multichannel,1,0.06
7,76.6,Urban,Phone,0,0.06
9,42.94,Surburban,Web,0,0.06
1,389.36,Urban,Web,0,0.06
10,178.84,Urban,Phone,0,0.06
1,238.86,Urban,Multichannel,1,0.06
1,191.4,Surburban,Web,1,0.06
1,189.89,Surburban,Web,1,0.06
1,495.64,Urban,Web,1,0.06
10,289.99,Surburban,Multichannel,0,0.06
9,42.96,Surburban,Web,0,0.06
12,457.63,Urban,Multichannel,1,0.06
3,324.46,Rural,Web,0,0.06
1,389.2,Urban,Phone,0,0.06
9,42.96,Surburban,Web,0,0.06
1,183.64,Surburban,Web,1,0.06
4,1143.66,Urban,Phone,1,0.06
4,42.63,Surburban,Web,0,0.06
8,132.83,Surburban,Web,1,0.06
5,184.07,Rural,Phone,1,0.06
4,79.36,Rural,Phone,0,0.06
5,129.98,Rural,Phone,0,0.06
11,106.43,Surburban,Web,1,0.06
1,641.49,Urban,Web,1,0.06
11,31.53,Urban,Phone,1,0.06
10,257.18,Urban,Phone,0,0.06
1,80.85,Surburban,Web,0,0.06
10,169.15,Surburban,Web,1,0.06
1,516.7,Surburban,Phone,1,0.06
7,185.17,Urban,Phone,1,0.06
4,1261.4,Surburban,Multichannel,1,0.06
11,272.6,Urban,Multichannel,0,0.06
11,163.88,Rural,Web,1,0.06
7,351.51,Urban,Web,0,0.06
10,921.68,Surburban,Multichannel,1,0.06
2,56.34,Surburban,Web,0,0.06
12,88.36,Urban,Phone,0,0.06
11,210.11,Surburban,Phone,1,0.06
1,58.37,Rural,Web,1,0.06
2,699.81,Surburban,Multichannel,1,0.06
1,641.7,Urban,Web,1,0.06
5,178.53,Urban,Phone,0,0.06
5,83.45,Urban,Web,0,0.06
10,364.11,Urban,Multichannel,0,0.06
1,1250.23,Rural,Web,1,0.06
3,529.82,Rural,Multichannel,1,0.06
2,899.41,Urban,Web,1,0.06
2,1000.15,Surburban,Multichannel,1,0.06
9,914.59,Surburban,Web,1,0.06
10,357.75,Urban,Web,0,0.06
9,53.57,Urban,Phone,1,0.06
8,194.39,Urban,Web,0,0.06
2,500.35,Urban,Web,1,0.06
1,485.32,Rural,Multichannel,0,0.06
1,52.97,Urban,Phone,1,0.06
1,335.08,Urban,Phone,0,0.06
2,72.76,Surburban,Web,1,0.06
3,32.84,Surburban,Phone,0,0.06
5,142.76,Rural,Phone,0,0.06
10,194.78,Surburban,Web,0,0.06
8,179.53,Surburban,Web,0,0.06
1,189.69,Surburban,Web,1,0.06
1,499.5,Rural,Multichannel,1,0.06
9,133.26,Surburban,Web,0,0.06
6,188.65,Rural,Web,0,0.06
2,1025.03,Urban,Web,1,0.06
5,143.68,Urban,Phone,1,0.06
4,167.77,Urban,Web,1,0.06
10,199.15,Urban,Web,1,0.06
11,170.7,Urban,Phone,0,0.06
5,106.76,Urban,Web,0,0.06
4,265.6,Surburban,Phone,1,0.06
8,416.99,Urban,Multichannel,0,0.06
6,1099.34,Urban,Phone,1,0.06
1,551.62,Surburban,Web,1,0.06
7,184.41,Surburban,Web,0,0.06
10,35.69,Surburban,Web,0,0.06
1,57.39,Rural,Web,1,0.06
10,356.56,Urban,Web,0,0.06
2,40.3,Rural,Web,1,0.06
1,544.66,Rural,Phone,1,0.06
7,96.18,Urban,Phone,0,0.06
1,183.22,Surburban,Phone,0,0.06
1,192.04,Surburban,Web,1,0.06
5,128.22,Surburban,Phone,1,0.06
10,1217.63,Surburban,Phone,1,0.06
1,548.13,Surburban,Multichannel,1,0.06
1,172.48,Surburban,Web,0,0.06
1,851.06,Urban,Web,1,0.06
8,419.13,Urban,Multichannel,0,0.06
11,270.87,Urban,Phone,1,0.06
3,292.79,Surburban,Multichannel,0,0.06
11,441.6,Surburban,Phone,0,0.06
2,1036.41,Surburban,Phone,1,0.06
2,56.46,Surburban,Web,0,0.06
7,945.43,Rural,Multichannel,1,0.06
1,58.26,Rural,Web,1,0.06
3,169.91,Urban,Phone,1,0.06
9,39.47,Surburban,Web,0,0.06
1,766.19,Rural,Multichannel,1,0.06
1,1252.94,Rural,Multichannel,1,0.06
6,656.15,Urban,Web,1,0.06
9,333.52,Urban,Phone,0,0.06
10,132.44,Surburban,Web,1,0.06
2,501.04,Urban,Web,1,0.06
9,163.15,Rural,Phone,0,0.06
1,613.9,Urban,Phone,1,0.06
9,75.03,Rural,Phone,0,0.06
5,154.17,Urban,Phone,1,0.06
8,131.89,Surburban,Web,1,0.06
10,108.39,Surburban,Web,1,0.06
1,711.11,Surburban,Phone,1,0.06
8,134.46,Surburban,Web,1,0.06
2,315.31,Rural,Web,0,0.06
1,166.88,Urban,Web,1,0.06
1,188.89,Surburban,Web,1,0.06
3,322.77,Rural,Web,0,0.06
3,73.81,Surburban,Web,1,0.06
2,73.07,Surburban,Web,1,0.06
10,183.57,Surburban,Web,0,0.06
4,88.19,Rural,Web,0,0.06
10,198.89,Urban,Web,1,0.06
6,209.88,Urban,Phone,0,0.06
11,31.45,Urban,Web,0,0.05358658008658008
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
3,29.99,Urban,Web,0,0.05261590993286038
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
